directory_rank,project_name,builders,project_url,demo_url,is_citizen,primary_theme,visit_status,final_url,page_title,hosting_bucket,citizen_overlap_signal_count,citizen_overlap_signals,flag_prototype_disclosure,flag_multilingual,flag_plain_language_or_own_words,flag_voice_or_speech,flag_ai_chat_or_copilot,flag_consent_privacy_or_sharing,flag_tracking_status_deadline_or_next_step,flag_documents_evidence_or_records,flag_eligibility_rules_or_benefits,flag_offline_low_data_or_weak_network,flag_accessibility_signal,flag_life_event_signal,flag_explicit_actor_or_owner,flag_provenance_or_source_boundary,supplemental_evidence_basis,supplemental_demo_summary
182,Ticket Wapas,Ashmita Pandey,https://ticket-wapas.ticket-wapas-ashmita41.workers.dev/,https://www.loom.com/share/dec88c4414544cde99a2635e6c8fc209,False,"Rail, transit & travel booking",loaded_visible_content,https://ticket-wapas.ticket-wapas-ashmita41.workers.dev/,"Ticket Wapas — Counter-ticket refunds, without the return trip",Cloudflare,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
183,SevaSetu - Bridging Government Services,Kiran Raj,https://seva-setu-ka.web.app/,https://youtu.be/N4C-8WunCyM,False,Cross-service platforms & infrastructure,loaded_visible_content,https://seva-setu-ka.web.app/,Seva Setu | One goal. One connected journey.,Other/custom,5,prototype_disclosure|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|explicit_actor_or_owner,True,False,False,False,True,False,True,True,False,False,False,False,True,False,,
184,Challan Lens,Satyajit Gantayat,https://challan-lens.satyajitg.chatgpt.site/,https://www.youtube.com/watch?v=aY8tRWMCKyQ,False,Road transport & vehicles,loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
185,Nagrik,Augustya Shukla,https://nagrik-swart.vercel.app/,https://www.loom.com/share/c637793dded346099f72426f97de1786,False,"RTI, courts, law & elections",loaded_visible_content,https://nagrik-swart.vercel.app/,Nagrik | Find your information trail,Vercel,3,prototype_disclosure|plain_language_or_own_words|documents_evidence_or_records,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,
186,Sunwai,Hingrajiya Briyan Prafulbhai,https://m58nhkfn.insforge.site/,https://m58nhkfn.us-east.insforge.app/api/storage/buckets/media/objects/sunwai-demo.mp4,False,Grievance & civic accountability,loaded_visible_content,https://m58nhkfn.insforge.site/,"Sunwai — Every complaint, heard",Other/custom,6,prototype_disclosure|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,True,True,False,True,True,False,False,False,False,False,False,,
187,RailSaathi (IRCTC),Debanjana Chowdhury,https://railsaathiforbwmi.netlify.app/,https://www.loom.com/share/b7b60cd4016a40e0a665f570a474fa55,False,"Rail, transit & travel booking",loaded_visible_content,https://railsaathiforbwmi.netlify.app/,RailSaathi,Netlify,5,prototype_disclosure|multilingual|plain_language_or_own_words|tracking_status_deadline_or_next_step|offline_low_data_or_weak_network,True,True,True,False,False,False,True,False,False,True,False,False,False,False,,
188,ReSeat,Anas Maqsood,https://reseat-app.vercel.app/,https://drive.google.com/file/d/15-uQnVnrxyHacsi5MtOpHfJ6YhqMetwo/view?usp=drivesdk,False,"Rail, transit & travel booking",loaded_visible_content,https://reseat-app.vercel.app/,ReSeat — can't travel? Get your full fare back,Vercel,2,prototype_disclosure|documents_evidence_or_records,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,
189,GST Portal Protoype,Roshni Rajan Naroor,https://gst-portal-prototype-india.roshninaroor1122.chatgpt.site/login,https://www.loom.com/share/bda81097fd8846d59e7da23292e12aa3,False,"Tax, GST & filings",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
190,EPFO Neo,Abhishek Suresh,https://epfo-neo.vercel.app/,https://drive.google.com/file/d/1ArImKg09ApPZKIadQJWqHmDVS173O8Mg/view?usp=drivesdk,False,"EPFO, pensions & employment claims",loaded_visible_content,https://epfo-neo.vercel.app/,EPFO Neo,Vercel,2,prototype_disclosure|documents_evidence_or_records,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,
191,Saaya lite*,Abhishai Vardhan,https://saaya-lite.vercel.app/,https://youtube.com/shorts/s1e5yhstRGI?feature=share,False,Road transport & vehicles,loaded_visible_content,https://saaya-lite.vercel.app/,Saaya Lite,Vercel,1,documents_evidence_or_records,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,
192,MSRTC Journey Planner - Prototype,Ranjeet Bhosale,https://msrtc-journey-service.vercel.app/,https://drive.google.com/file/d/1vI1e1nFJ8mRHbBXSCE1pbjjkHkhzlpfm/view?usp=sharing,False,"Rail, transit & travel booking",loaded_visible_content,https://msrtc-journey-service.vercel.app/,MSRTC Journey Planner — Prototype,Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
193,Kisan Shayak,Prudhvi Jagannadh,https://kissan-shayak.netlify.app/?product=PROD-004,https://www.loom.com/share/0a4f3ba283c84490ba5818e147c8a4ce,False,"Agriculture, ration & rural livelihoods",loaded_visible_content,https://kissan-shayak.netlify.app/?product=PROD-004,Kisan Sahayak | Agricultural Scheme Portal,Netlify,6,prototype_disclosure|multilingual|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,False,False,True,False,True,True,True,False,False,False,False,False,,
194,Parivahan Sewa Reimagined,Amar Sinha,https://parivahan-clone.vercel.app/,https://drive.google.com/file/d/16qjQEdMVU5wJyN00fsD9btU_gm9Zd7W3/view,False,Road transport & vehicles,loaded_visible_content,https://parivahan-clone.vercel.app/,Parivahan Sewa (Reimagined) — Ministry of Road Transport & Highways,Vercel,2,tracking_status_deadline_or_next_step|documents_evidence_or_records,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,
195,Future MCA,Subanesh,https://mca-portal-ten.vercel.app/,https://www.loom.com/share/8575d86d405a4cb3870e65c360ff11c0,False,"Business, MSME & compliance",loaded_visible_content,https://mca-portal-ten.vercel.app/,"Future MCA | Government services, ready for humans and AI agents",Vercel,4,plain_language_or_own_words|ai_chat_or_copilot|documents_evidence_or_records|accessibility_signal,False,False,True,False,True,False,False,True,False,False,True,False,False,False,,
196,RTI-3.0,Puneet Kumar Vishnawat,https://rti-3.infinitigrid.workers.dev/en,https://youtu.be/g1U7RpxEIlQ,False,"RTI, courts, law & elections",loaded_visible_content,https://rti-3.infinitigrid.workers.dev/en,RTI 3.0 — unofficial prototype,Cloudflare,5,prototype_disclosure|multilingual|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,False,False,False,False,True,True,False,False,True,False,False,False,,
197,Prism,Mano Bharathi M,https://prism-investigate.vercel.app/,https://youtu.be/md4ZEBDEXzE,False,"Cybercrime, scams & public safety",loaded_visible_content,https://prism-investigate.vercel.app/,PRISM,Vercel,1,ai_chat_or_copilot,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
198,Vehicle Life,Vishwam Shanker Dhavale,https://buildwhatmovesindia-phi.vercel.app/,https://drive.google.com/file/d/1DpXi8EXfUD2QhMzMhIn3WU-Jon4TplPQ/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://buildwhatmovesindia-phi.vercel.app/,Vehicle Life,Vercel,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
199,SahiSetu,Kshitij Kumar,https://sahi-setu.vercel.app/,https://youtu.be/BsBOU1vBBGg,False,Road transport & vehicles,loaded_visible_content,https://sahi-setu.vercel.app/,SahiSetu | Prepare your new address before applying,Vercel,3,prototype_disclosure|multilingual|documents_evidence_or_records,True,True,False,False,False,False,False,True,False,False,False,False,False,False,,
200,Smart eVisa Portal,Kartik Gupta & Mohmed Husain Pasheriya,https://e-visa-hackathon.vercel.app/,https://youtu.be/QCcPflvrKCA,False,"Identity, documents, passports & visas",loaded_visible_content,https://e-visa-hackathon.vercel.app/,eVisa Portal | Official Government of India,Vercel,4,ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,False,False,False,False,True,False,True,True,True,False,False,False,False,False,,
201,Meri Mitti,Parry,https://merimitti.site/,https://youtu.be/0aIND41UqWw,False,"Agriculture, ration & rural livelihoods",loaded_visible_content,https://merimitti.site/,Meri Mitti — Soil card to crop plan,Other/custom,4,prototype_disclosure|multilingual|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,True,False,False,False,False,True,True,False,False,False,False,False,False,,
202,Sarathi,Sai Annessha Veluri,https://sarathi.heytarun.com/,https://drive.google.com/file/d/18JYd2FO9x8juut5rwJl4bsMMvzNs5HR6/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://sarathi.heytarun.com/,Sarathi — a concept redesign of India's driving licence service (prototype),Other/custom,5,prototype_disclosure|multilingual|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,False,False,False,False,True,True,False,False,True,False,False,False,,
203,sarkari aid,Abbas khalil,https://sarkariaid.vercel.app/,https://drive.google.com/file/d/1q3myXnx1omxqOhGfiZ-ci3gJC4ex3OE4/view,False,Cross-service platforms & infrastructure,loaded_visible_content,https://sarkariaid.vercel.app/,Sarkari Aid — Public Service Assistant,Vercel,5,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step,True,True,True,False,True,False,True,False,False,False,False,False,False,False,,
204,Heygov,Chirantan Bhardwaj,https://heygov-build-india.netlify.app/,https://drive.google.com/file/d/1my4-y0vCANu1Kyz8EwN1liyuu2FIHT6D/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://heygov-build-india.netlify.app/,HeyGov — One chat for your government records,Netlify,5,plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|documents_evidence_or_records|life_event_signal,False,False,True,False,True,True,False,True,False,False,False,True,False,False,,
205,Suno - Reimagining India's public grievance redressal system,Gautam Misra,https://sunoportal.lovable.app/,https://drive.google.com/file/d/1vPmjQJPLPxoukjgGM9JWEpBxWTJRrmCN/view?usp=sharing,False,Grievance & civic accountability,loaded_visible_content,https://sunoportal.lovable.app/,Suno — speak your complaint to the government,Other/custom,4,multilingual|voice_or_speech|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,True,False,True,False,False,True,True,False,False,False,False,False,False,,
206,NAGAR: Enhanced CPGRAMS,Sanchit Agnihotri,https://cpgrams-production.up.railway.app/,https://www.youtube.com/shorts/DoJWiLC6iMk,False,Grievance & civic accountability,loaded_visible_content,https://cpgrams-production.up.railway.app/,NAGAR · Civic accountability,Other/custom,2,prototype_disclosure|tracking_status_deadline_or_next_step,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,
207,Nirvahan,Shreya Shah,https://nirvahan-bice.vercel.app/,https://drive.google.com/file/d/1HdSeEGpUxQHe4zA3dTx--8Vb3fcinoYb/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://nirvahan-bice.vercel.app/,Nirvahan · independent prototype,Vercel,6,prototype_disclosure|multilingual|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,True,False,False,True,False,True,True,False,False,False,True,False,False,,
208,EPFO Reimagined,Nihal Srivastava & Satyam Mishra,https://nihal-srivastava05.github.io/epfo-build-what-moves-india/,https://drive.google.com/file/d/1aMNBpYF2vKyXNhvZszspEf08B3wJS4ZK/view?usp=drive_link,False,"EPFO, pensions & employment claims",loaded_visible_content,https://nihal-srivastava05.github.io/epfo-build-what-moves-india/,"EPFO — one account for provident fund, pension and filings",GitHub Pages,5,prototype_disclosure|multilingual|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,True,False,False,False,False,True,True,False,False,False,True,False,False,,
209,Nyay-Saathi,Devansh Arora,https://nyay-saathi-v2.vercel.app/,https://cap.so/s/tp8jasm7bq0ezrd,False,"RTI, courts, law & elections",loaded_visible_content,https://nyay-saathi-v2.vercel.app/,Nyay Saathi — A Citizen-First Redesign of e-Jagriti,Vercel,6,prototype_disclosure|multilingual|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,True,False,False,False,True,True,True,False,False,False,False,False,,
210,Paisa Kahan Hai,Parisha,https://paisa-kahan-hai.vercel.app/,https://paisa-kahan-hai.vercel.app/project#video,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://paisa-kahan-hai.vercel.app/,Paisa Kahan Hai — sample payment checker,Vercel,4,prototype_disclosure|multilingual|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,True,False,False,False,False,True,True,False,False,False,False,False,False,,
211,Simplified ITR,Meghna Ajith,https://simplified-itr.vercel.app/,https://www.youtube.com/watch?v=oJodmabsnq0,False,"Tax, GST & filings",loaded_visible_content,https://simplified-itr.vercel.app/journey/landing,SITR — Guided income tax preparation,Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
212,CBSE One,Nimay Ballal,https://cbse-one-indol.vercel.app/,https://drive.google.com/file/d/1MW2qhQpBCn-UYWncWObHOMKisVmhU-RV/view?usp=sharing,False,"Education, jobs & skills",loaded_visible_content,https://cbse-one-indol.vercel.app/,CBSE One — Everything CBSE. One clear path.,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,True,True,False,True,False,True,True,False,False,False,True,False,False,,
213,Ration-Saathi,Hanshal Gajula,https://ration-saathi-sigma.vercel.app/login,https://www.loom.com/share/3f5b6e72fa234c2893b41030d41ed7a7,False,"Agriculture, ration & rural livelihoods",loaded_visible_content,https://ration-saathi-sigma.vercel.app/login,"Ration Saathi — Ration card services, simplified",Vercel,1,tracking_status_deadline_or_next_step,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
214,bhumisetu,Ankoor Patil,https://alpha-server-1.tail989e1a.ts.net/,https://youtu.be/WYyB8aWc-2A,False,"Land, housing, utilities & environment",navigation_timeout,https://alpha-server-1.tail989e1a.ts.net/,BhumiSetu — Land Records Portal,Other/custom,1,documents_evidence_or_records,False,False,False,False,False,False,False,True,False,False,False,False,False,False,User-supplied summary of the project demo video on 2026-09-02,"Unified land-record search by district, village, or owner; interactive parcel maps; a plot workspace; a linked 30-year ownership chain; satellite overlays for field features; official-verification requests, complaints, and consolidated report export."
215,Samarthan,Amrudh Vishal & Parichay Prabhu,https://samarthan-ai-parichay-s-projects.vercel.app/,https://canva.link/a8hwym7q0fd13bl,False,"Cybercrime, scams & public safety",loaded_visible_content,https://samarthan-ai-parichay-s-projects.vercel.app/,Samarthan — Aevy TV X OpenAI,Vercel,3,multilingual|voice_or_speech|ai_chat_or_copilot,False,True,False,True,True,False,False,False,False,False,False,False,False,False,,
216,CivicPulse,Milind Shah,https://civicpulse-grievance-prototype.milindshah077375099.chatgpt.site/report-intake,https://youtu.be/I3i17XSq_98,False,Grievance & civic accountability,loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
217,TransferShield - Vehicle ownership transfer,Ishan Pravin Parab,https://transfer-shield-eta.vercel.app/,https://drive.google.com/file/d/1nIjjnHBSyi1S5w2myua7s18igy4Py63t/view?usp=drivesdk,False,Road transport & vehicles,loaded_visible_content,https://transfer-shield-eta.vercel.app/,transfershield,Vercel,2,tracking_status_deadline_or_next_step|documents_evidence_or_records,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,
218,EPFO One,Aditya Palpattuwar,https://adityaa-p.github.io/epfo-next-gen/,https://drive.google.com/file/d/1HHiNGrTmv767c_QZrdSDsgAZ2plFFHnP/view?usp=sharing,False,"EPFO, pensions & employment claims",loaded_visible_content,https://adityaa-p.github.io/epfo-next-gen/,EPFO One,GitHub Pages,1,consent_privacy_or_sharing,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
219,casePilot,Anuroop Phukan,https://casepath-two.vercel.app/,https://drive.google.com/drive/folders/1M4AxTUvIQfFJuPSPjTWsQz_9UWeF6Hth?usp=sharing,False,"Cybercrime, scams & public safety",loaded_visible_content,https://casepath-two.vercel.app/,CasePilot — Universal AI Cybercrime First Response & Case Companion,Vercel,5,multilingual|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,True,False,True,True,False,True,True,False,False,False,False,False,False,,
220,Cybercrime portal redesighn,Vudattu Maniteja,https://varun-maya-last-try.vercel.app/,https://drive.google.com/file/d/1PgiSuKXE2Lsv_A8YUr0b4z34kaaOdGl0/view?usp=sharing,False,"Cybercrime, scams & public safety",loaded_visible_content,https://varun-maya-last-try.vercel.app/,CyberSahay — Citizen-First Emergency Cybercrime Triage,Vercel,4,multilingual|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step,False,True,True,False,True,False,True,False,False,False,False,False,False,False,,
221,Tatkal Copilot,Vishal Rao,https://tatkal-copilot.vercel.app/,https://www.loom.com/share/cedc8e45c9424e4095f56dc93793d267,False,"Rail, transit & travel booking",loaded_visible_content,https://tatkal-copilot.vercel.app/,Tatkal Copilot — Stop Guessing. Start Winning Tatkal.,Vercel,3,prototype_disclosure|multilingual|ai_chat_or_copilot,True,True,False,False,True,False,False,False,False,False,False,False,False,False,,
222,PF Mitra,Madhushree Kunder,https://pf-mitra.vercel.app/,https://youtu.be/GUeaLVG9NDA,False,"EPFO, pensions & employment claims",loaded_visible_content,https://pf-mitra.vercel.app/,PF Mitra,Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
223,Parivahan Reimagined,Reshma Baskaran,https://parivahan-reimagined.reshma-nurix.chatgpt.site/,https://www.loom.com/share/a60d86e068e646bfa2b302672412c6c3,False,Road transport & vehicles,loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
224,MoveMyVehicle,Yash Shah,https://move-my-vehicle.vercel.app/,https://youtu.be/e_436tRvJO0,False,Road transport & vehicles,loaded_visible_content,https://move-my-vehicle.vercel.app/,Parivahan Vehicle Services,Vercel,6,prototype_disclosure|multilingual|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,True,False,False,True,False,True,True,False,False,False,True,False,False,,
225,Cyber Crime Website Redesign,Anish Navali,https://cybercrimeanish.20.84.85.177.sslip.io/,https://drive.google.com/file/d/1YgHoRVDq_ZB3VMYYgtIyC_TtUYwGwDa1/view?usp=drivesdk,False,"Cybercrime, scams & public safety",loaded_visible_content,https://cybercrimeanish.20.84.85.177.sslip.io/,Cybercrime Help & Reporting,Other/custom,7,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|accessibility_signal,True,True,True,False,True,True,True,False,False,False,True,False,False,False,,
226,Am I Eligible? — Instant Government Scheme Matcher,Jakkireddy Eswar reddy,https://am-i-eligible.onrender.com/,https://drive.google.com/file/d/1xOidKT0-9KgHKLGufouy-Mr3US5bqC26/view?usp=drivesdk,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://am-i-eligible.onrender.com/,Am I Eligible? — Government Scheme Checker,Render,1,eligibility_rules_or_benefits,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,
227,FormEase AI,Kondal Reddy,https://formease-ai.onrender.com/,https://drive.google.com/file/d/1km0T_TUsfRTlUWJcvPR8L-NTfIK_GslB/view?usp=drive_link,False,Cross-service platforms & infrastructure,loaded_host_wakeup_screen,https://formease-ai.onrender.com/,Render - Application loading,Render,1,ai_chat_or_copilot,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
228,EPFO Version-2,Bolli Yaswanth Melki & Mahesh Thatiparthi,https://epfo-v2-citizen-service.kind-clock-1169.chatgpt.site/,https://www.loom.com/share/611546d69cd94fc78f4a0aacbd4ce16e,False,"EPFO, pensions & employment claims",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
229,"EPFO, Reimagined as a Financial Product",Prajna Prayas,https://epfo-prajna.netlify.app/login,https://www.loom.com/share/0c2d4faf161b4290a7839a5b097cf17c,False,"EPFO, pensions & employment claims",loaded_visible_content,https://epfo-prajna.netlify.app/login,EPFO Member Portal,Netlify,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
230,ourmoney,Khushal Sahni,https://ourmoney.fyi/,https://www.loom.com/share/3bf9f8486f514c268c0c414a97550668,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://ourmoney.fyi/,ourmoney · Synthetic scheme explorer,Other/custom,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
231,Unified RTI,Anudish Koshal & Ashi Jain,https://right-to-information-five.vercel.app/,https://www.loom.com/share/192442571de745efae3258db406fd0b3,False,"RTI, courts, law & elections",loaded_visible_content,https://right-to-information-five.vercel.app/,Unified RTI,Vercel,5,prototype_disclosure|multilingual|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,True,True,False,False,False,True,True,False,False,False,False,False,False,,
232,AskAdhikar,Atyam Bhargava & Subhash Solleti,https://ask-adhikar.vercel.app/,https://drive.google.com/file/d/1bryV4ISfDu_I4UYdj_cWQarIBPShpWZm/view?usp=sharing,False,"RTI, courts, law & elections",loaded_visible_content,https://ask-adhikar.vercel.app/,"AskAdhikar, Right to Information made legible",Vercel,6,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,False,True,True,True,True,False,False,False,False,False,False,,
233,Niriksh,Adithyan Madhu & Sahaj Singh,https://niriksh.scopophobic.xyz/,https://drive.google.com/file/d/1PHk1166rf6rS7Qg-CRmJTLzXGG3jFNNn/view?usp=sharing,False,"Cybercrime, scams & public safety",loaded_visible_content,https://niriksh.scopophobic.xyz/,Niriksh | Evidence intelligence,Other/custom,2,plain_language_or_own_words|tracking_status_deadline_or_next_step,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,
234,Parivahan Seva,Shourya Rajinder Kharbanda,https://parivahan-seva-peach.vercel.app/,https://drive.google.com/file/d/1qzblmrmYBojAA_XnHiPx2omnLe6HqYH9/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://parivahan-seva-peach.vercel.app/,Parivahan Seva — First Licence,Vercel,6,multilingual|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,False,True,False,True,True,False,True,True,True,False,False,False,False,False,,
235,Raahi - Driving Licenses Without Pain,Anirudh Iyer,https://parivahan-revamp.vercel.app/,https://www.loom.com/share/3544ba8425ff4fcd8027114618777854,False,Road transport & vehicles,loaded_visible_content,https://parivahan-revamp.vercel.app/,Raahi — Driving services,Vercel,2,prototype_disclosure|tracking_status_deadline_or_next_step,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,
236,Anna setu,Nitish Kumar Choudhury,https://anna-setu-eight.vercel.app/,https://drive.google.com/file/d/1DHBT1pTMhkU0rdzAPQfbqbWQ--G-YQn1/view?usp=sharing,False,"Agriculture, ration & rural livelihoods",loaded_visible_content,https://anna-setu-eight.vercel.app/,Anna Setu — Demo,Vercel,1,offline_low_data_or_weak_network,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,
237,Mera Rozgar,Dev Sharma & Harshit Singh,https://merarozgar.vercel.app/,https://drive.google.com/file/d/1XlHteYatccNmXqGOuzaucMY3c_rINGG8/view?usp=sharing,False,"Education, jobs & skills",loaded_visible_content,https://merarozgar.vercel.app/,मेरा रोज़गार | MGNREGA worker portal,Vercel,1,multilingual,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
238,MySarathi,Karan Pillai,https://mysarathi-three.vercel.app/,https://www.loom.com/share/d775470e12604cffa5500d0236bbc5c8,False,Road transport & vehicles,loaded_visible_content,https://mysarathi-three.vercel.app/,MySarathi (सारथी) — National Transport Services Orchestrator,Vercel,7,prototype_disclosure|multilingual|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|accessibility_signal,True,True,False,False,True,False,True,True,True,False,True,False,False,False,,
239,ScamShield India,Rakesh,https://scam-shield-india-phi.vercel.app/,https://www.loom.com/share/878b072b6cb0463ba5ad1187dc610c0a,False,"Cybercrime, scams & public safety",loaded_visible_content,https://scam-shield-india-phi.vercel.app/,ScamShield India,Vercel,5,multilingual|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,True,False,False,True,True,True,True,False,False,False,False,False,False,,
240,Nivaran,Sreejeeta Roy,https://nivaran-theta.vercel.app/,https://youtu.be/--PXVavINTI?si=j-9tHu4BswlTzIc2,False,Grievance & civic accountability,loaded_visible_content,https://nivaran-theta.vercel.app/,Nivaran — Don't know where to complain?,Vercel,5,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,False,True,False,True,True,False,False,False,False,False,False,,
241,Nagrik: A civic help and transparency platform,Vyom Bhatnagar,https://nagrik.in.net/,https://www.loom.com/share/48a04f7532aa4f75b5d7c01ab48210eb,False,Grievance & civic accountability,loaded_minimal_or_client_only,about:blank,,Other/custom,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
242,CyberSaathi,Arhaan Girdhar & Sahil Shah,https://cyber-saathi-zeta.vercel.app/,https://youtu.be/VLSfVLZOt8g?si=wTB9soJw0uyvqAzB,False,"Cybercrime, scams & public safety",loaded_visible_content,https://cyber-saathi-zeta.vercel.app/,Cyber Saathi · National Cyber Crime Reporting Portal,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|accessibility_signal|life_event_signal,True,True,True,False,False,True,True,False,False,False,True,True,False,False,,
243,Proud Passport Seva,Hari Nuti,https://passport-seva-six.vercel.app/,https://www.loom.com/share/39943110131d4d0d9f6ff733ad1498d9,False,"Identity, documents, passports & visas",loaded_visible_content,https://passport-seva-six.vercel.app/,Passport Seva — apply for an Indian passport,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,True,False,True,False,True,True,False,False,True,False,False,False,,
244,Unified Government Services,Anjali Kumari,https://unified-gov-web-plum.vercel.app/,https://www.loom.com/share/7a9afc1165614b07bb9944f9ff9ac6da,False,Cross-service platforms & infrastructure,loaded_visible_content,https://unified-gov-web-plum.vercel.app/,Unified Government Services,Vercel,2,consent_privacy_or_sharing|documents_evidence_or_records,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
245,PF Sahayak,Milan Kumar,https://pf-sahayak-eight.vercel.app/,https://drive.google.com/file/d/1mEnIEzLvCf9Ahdpl4oLLn1En-LX0ZU5f/view?usp=sharing,False,"EPFO, pensions & employment claims",loaded_visible_content,https://pf-sahayak-eight.vercel.app/,PF Sahayak | Prototype,Vercel,3,prototype_disclosure|plain_language_or_own_words|tracking_status_deadline_or_next_step,True,False,True,False,False,False,True,False,False,False,False,False,False,False,,
